,id,url,date,content,username,replyCount,retweetCount,likeCount,quoteCount,hashtags
172,1.54691E+18,https://twitter.com/Lisa_Eldridge/status/1546905672511528962,2022-07-12 17:13:47+00:00,"Introducing Night Thoughts…A deep, ‘crème de cassis’, saturnine shade with a heart of darkness https://t.co/GzOGEZa8yv #lisaeldridge #lisaeldridgemakeup #makeup #newmakeup #luxuriouslylucent #lipstick https://t.co/lB15p7Plt6",Lisa_Eldridge,4,1,53,0,"['lisaeldridge', 'lisaeldridgemakeup', 'makeup', 'newmakeup', 'luxuriouslylucent', 'lipstick']"
173,1.54584E+18,https://twitter.com/Lisa_Eldridge/status/1545842234926551040,2022-07-09 18:48:03+00:00,"Introducing Rosy Shell 🐚 

The delicate, coastal pink hue of ‘Rose Cup’ seashells are brought to lucent life in this deliciously pretty shade. A light pink with a mix of cool and warm undertones. Rosy Shell is a picnic on the beach in July 🏝 https://t.co/wwPwZOsNe2 https://t.co/nmySVc0Kvb",Lisa_Eldridge,2,3,45,0,
174,1.54549E+18,https://twitter.com/Lisa_Eldridge/status/1545485773067239426,2022-07-08 19:11:36+00:00,"Introducing Wonder Wheel… 🎡

Roll up, roll up for this deliciously juicy, popsicle pink shade. A mouth wateringly vibrant, reddish-pink that alights lips with all the heady, nostalgic fun of the ferris wheel. 🎡💖🍿✨

https://t.co/SFo1Cq8E2a https://t.co/suDckMLXz5",Lisa_Eldridge,1,1,50,0,
175,1.54543E+18,https://twitter.com/Lisa_Eldridge/status/1545433475288793096,2022-07-08 15:43:47+00:00,"My new Lip Colours are now available on my website!!! xX
From start to finish I'm wearing: Je Ne Sais Quoi, Le Mepris, Meet Me In Berlin, Wonder Wheel, Palazzo, Night Thoughts, Sunday Matinee, Strawberry Shock, New Wave, Rosy Shell Xx
https://t.co/hu63Rad5iU https://t.co/HSVOnKZChD",Lisa_Eldridge,3,4,65,2,
176,1.54515E+18,https://twitter.com/Lisa_Eldridge/status/1545151062348369920,2022-07-07 21:01:35+00:00,Buckle up! 🎡 My Lip Colours have officially taken their seats on the Wonder Wheel and the twinkling lights are about to be switched on! My Pop-Up store is opening this Saturday 9th July at 11am right in the heart of Covent Garden Piazza! https://t.co/R4QpmVxiUV https://t.co/8IwvAQxv2B,Lisa_Eldridge,1,2,47,1,
177,1.54477E+18,https://twitter.com/Lisa_Eldridge/status/1544772086719193090,2022-07-06 19:55:40+00:00,TEN new Lip Colours are coming! Friday 8th July at 4pm UK time 💖💘 Click to watch https://t.co/tzqKO2sWaJ Which shade is your favourite? #makeup #lipstick #newness #colour https://t.co/kg1CN3xVKU,Lisa_Eldridge,9,4,95,7,"['makeup', 'lipstick', 'newness', 'colour']"
178,1.54475E+18,https://twitter.com/Lisa_Eldridge/status/1544753925529960449,2022-07-06 18:43:30+00:00,New Video! My NEW Lip Colours are coming... https://t.co/tzqKO2tu0h #lipstick https://t.co/8GyADYviiY,Lisa_Eldridge,3,1,67,0,['lipstick']
179,1.54434E+18,https://twitter.com/Lisa_Eldridge/status/1544337227781644295,2022-07-05 15:07:42+00:00,"Karlie Kloss looking amazing in Velvet Ribbon at Paris Fashion Week 💋🇫🇷 @karliekloss 

MUA Emma Day chose Velvet Ribbon, the “perfect matte red”, for this gorgeous look, that screams French, cool girl chic ♥️

@LadyDayMakeup 

https://t.co/1SqFWL5Trd https://t.co/l0gdrkj6BB",Lisa_Eldridge,1,2,25,0,
180,1.54255E+18,https://twitter.com/Lisa_Eldridge/status/1542551381315297280,2022-06-30 16:51:23+00:00,"This week’s video is a little bit different…and a whole lot of fun! ✨

Watch as I take a makeup lesson with a legendary Hollywood makeup artist and follow all his tips and hacks, some of which are a century old! ♥️Xx

https://t.co/bEQC0AUkr7 https://t.co/nn6hOrMdS7",Lisa_Eldridge,4,3,52,2,
181,1.53054E+18,https://twitter.com/Lisa_Eldridge/status/1530543679705911302,2022-05-28 13:37:04+00:00,"Beautiful Kate at Cannes for the 
@lorealparis
 ‘Lights on Women’ awards ❤️
 
Makeup and 📸 #lisaeldridgemakeup 

#cannes #film #festival #katewinslet #redcarpet #LOrealParis 

https://t.co/n6sKMgZbJe https://t.co/5hrRmUqTUu",Lisa_Eldridge,5,22,173,0,"['lisaeldridgemakeup', 'cannes', 'film', 'festival', 'katewinslet', 'redcarpet', 'LOrealParis']"
182,1.52993E+18,https://twitter.com/Lisa_Eldridge/status/1529929544764997650,2022-05-26 20:56:42+00:00,New tutorial is live 💜 Very Fresh (and long wearing!) Makeup 💜 Great for a Summer Wedding guest look … or Prom season 💘 Lots of tips on doing a colourful but fresh eye. Daytime to evening party versions. https://t.co/2H2KsTLJRW  #weddingguest #wedding #prom #makeup #sparkle https://t.co/FYjJuXUfgS,Lisa_Eldridge,1,2,65,0,"['weddingguest', 'wedding', 'prom', 'makeup', 'sparkle']"
183,1.52659E+18,https://twitter.com/Lisa_Eldridge/status/1526594062303764480,2022-05-17 16:02:41+00:00,"Foundation Sample Cards are now back in stock! ✨
I take Foundation shade matching very seriously and the best way to achieve a seamless skin match is with my fantastic Foundation Sample Cards 
Don’t forget to add one to your basket next time you’re on my website! xx https://t.co/nU4lTfdlyN",Lisa_Eldridge,2,1,44,0,
184,1.20129E+18,https://twitter.com/Jaclynhill/status/1201285074131357696,2019-12-01 23:40:55+00:00,@xoShaaan Aawww!!! The “under the 301 club!” 😭🙏🏼,Jaclynhill,6,2,511,0,
185,1.31974E+18,https://twitter.com/Jaclynhill/status/1319742336180649985,2020-10-23 20:47:47+00:00,@MannyMua733 *Jaclyn Hill has left the chat,Jaclynhill,11,7,1986,1,
186,1.3706E+18,https://twitter.com/Jaclynhill/status/1370600652196483072,2021-03-13 05:00:34+00:00,@JenLuvsReviews Thank you so much!!!,Jaclynhill,7,1,608,0,
187,1.39983E+18,https://twitter.com/Jaclynhill/status/1399833362890739714,2021-06-01 21:00:56+00:00,@JeffreeStar This is the best compliment ever! Because I feel the same way! This collection makes me feel some type of way!💗,Jaclynhill,21,8,1865,2,
188,1.39406E+18,https://twitter.com/Jaclynhill/status/1394062598782472194,2021-05-16 22:49:58+00:00,@JeffreeStar Thank you Jeffree! I know it’s not easy to be a fellow influencer in this community &amp; support me. Your kindness is very appreciated!,Jaclynhill,23,20,2569,1,
189,1.39035E+18,https://twitter.com/Jaclynhill/status/1390351157462282248,2021-05-06 17:02:02+00:00,@JeffreeStar Like how in the hell did they think that would get a positive response?!,Jaclynhill,22,23,2212,0,
190,1.37117E+18,https://twitter.com/Jaclynhill/status/1371166537030246401,2021-03-14 18:29:12+00:00,@JeffreeStar I love this honestly!,Jaclynhill,30,16,2659,5,
191,1.22409E+18,https://twitter.com/Jaclynhill/status/1224085205989974017,2020-02-02 21:40:30+00:00,@JeffreeStar The slippers!!!,Jaclynhill,7,5,1710,0,
192,1.22232E+18,https://twitter.com/Jaclynhill/status/1222318844632535040,2020-01-29 00:41:36+00:00,@JeffreeStar Yes baby!!!!! One of the best feelings in the world!,Jaclynhill,17,15,4001,1,
193,1.22092E+18,https://twitter.com/Jaclynhill/status/1220919467540086784,2020-01-25 04:00:59+00:00,@JeffreeStar Let’s book it😂,Jaclynhill,81,22,7113,2,
194,1.20349E+18,https://twitter.com/Jaclynhill/status/1203494049409200129,2019-12-08 01:58:35+00:00,@JeffreeStar I’m so sorry! I know how scary it is to see a loved on go through that. I’m sending love to the whole family!,Jaclynhill,12,33,5847,1,
195,1.19886E+18,https://twitter.com/Jaclynhill/status/1198855799876882436,2019-11-25 06:47:51+00:00,"Oh hi #1 on trending!!!
Thank you so much to @JeffreeStar for the honest, in-depth review! I respect his opinion so much as a brand owner!💕✨💎🙏🏼 https://t.co/OwvvBGt2wp",Jaclynhill,169,756,46222,37,
196,1.18395E+18,https://twitter.com/Jaclynhill/status/1183953232751542273,2019-10-15 03:50:22+00:00,@JeffreeStar @shanedawson @RichLux713 How about all 4 of us? Im craving a crunch wrap supreme🌮,Jaclynhill,142,55,7687,28,
197,1.13172E+18,https://twitter.com/Jaclynhill/status/1131721795424411650,2019-05-24 00:41:17+00:00,@JeffreeStar Thank you babe!!! Can’t believe this is a reality!💎🙌🏼😭🎉,Jaclynhill,33,80,12431,3,
198,1.11094E+18,https://twitter.com/Jaclynhill/status/1110942894750355457,2019-03-27 16:33:21+00:00,"@NikoleAMUA @heartagramgirl3 @stilacosmetics @JeffreeStar This thread is making me sick to my stomach! @NikoleAMUA why are you being such a bully?? And why are you referring to people as “makeup Gods” were just people. Seriously, be nice! If you don’t like her looks, just mute her account. She doesn’t deserve this harassment.",Jaclynhill,33,9,713,3,
199,1.08757E+18,https://twitter.com/Jaclynhill/status/1087569362276503553,2019-01-22 04:35:16+00:00,"@shelbyshoots @JeffreeStar @jamescharles @lipsticknick It’s a diamond on her tooth! Everyone thinks it’s lipstick, but she’s just quietly a gangster🤣",Jaclynhill,2,3,260,0,
200,1.08748E+18,https://twitter.com/Jaclynhill/status/1087477493987184643,2019-01-21 22:30:13+00:00,"@KWKostaaa @jamescharles @JeffreeStar I really don’t understand all the drama over this. My highlight looks soaking wet, and if someone doesn’t support that.... they shouldn’t be in my life in the first place 🤷🏼‍♀️",Jaclynhill,80,166,8553,8,
201,1.08743E+18,https://twitter.com/Jaclynhill/status/1087432227070398464,2019-01-21 19:30:21+00:00,"@JeffreeStar @jamescharles Okay, the way I am hunched over😂
I am dying laughing! I look like such a troll 😭",Jaclynhill,63,53,6914,1,
202,1.08634E+18,https://twitter.com/Jaclynhill/status/1086343821628243969,2019-01-18 19:25:25+00:00,@JeffreeStar Lmao I love you Jeffree! You make everything very memorable ❤️,Jaclynhill,23,48,6472,2,
203,1.46649E+18,https://twitter.com/Jaclynhill/status/1466494340050661393,2021-12-02 19:47:51+00:00,@NikkieTutorials SO INCREDIBLE OMGOMGOMG!!!!,Jaclynhill,2,4,949,0,
204,1.37712E+18,https://twitter.com/Jaclynhill/status/1377119865836724224,2021-03-31 04:45:36+00:00,Such a strong &amp; beautiful role model you are @NikkieTutorials you are so amazing! https://t.co/DMqYE6BEmv,Jaclynhill,11,97,2224,0,
205,1.37082E+18,https://twitter.com/Jaclynhill/status/1370817488599023620,2021-03-13 19:22:12+00:00,@NikkieTutorials CONGRATULATIONS!!!,Jaclynhill,2,5,654,0,
206,1.33825E+18,https://twitter.com/Jaclynhill/status/1338247575070236672,2020-12-13 22:20:59+00:00,"@NikkieTutorials Girl if my family talked bad about you, I would kick them out. You are amazing!!✨",Jaclynhill,4,4,1058,0,
207,1.31547E+18,https://twitter.com/Jaclynhill/status/1315473597008412673,2020-10-12 02:05:20+00:00,@NikkieTutorials Love you Nikkie!!❤️ So strong &amp; such a beautiful role model!,Jaclynhill,2,5,662,0,
208,1.21976E+18,https://twitter.com/Jaclynhill/status/1219759891268718592,2020-01-21 23:13:14+00:00,@NikkieTutorials @TheEllenShow I can’t wait!! You’re going to do amazing!!!💕,Jaclynhill,5,10,2183,0,
209,1.20214E+18,https://twitter.com/Jaclynhill/status/1202140668560171008,2019-12-04 08:20:44+00:00,@NikkieTutorials This is amazing Nikkie!!! What a huge accomplishment!!!🎉💕,Jaclynhill,7,17,3144,1,
210,1.10129E+18,https://twitter.com/Jaclynhill/status/1101286080312160256,2019-03-01 01:00:37+00:00,@NikkieTutorials @NLVogue So amazing!!! That makeup!🤤,Jaclynhill,5,13,2700,0,
211,1.0857E+18,https://twitter.com/Jaclynhill/status/1085697232895041542,2019-01-17 00:36:06+00:00,"@NikkieTutorials I figured you guys knew what I meant but, just in case..... *sweet.",Jaclynhill,8,11,1777,0,
212,1.08567E+18,https://twitter.com/Jaclynhill/status/1085667511780012032,2019-01-16 22:38:00+00:00,@NikkieTutorials This is so seeet Nikkie!❤️❤️,Jaclynhill,8,16,3451,1,
213,1.37131E+18,https://twitter.com/Jaclynhill/status/1371314018242154497,2021-03-15 04:15:14+00:00,"@jamescharles Yeah, so could you please collab with her soon? Thanks so much 🙏🏼",Jaclynhill,16,3,1081,1,
214,1.34768E+18,https://twitter.com/Jaclynhill/status/1347678133143674880,2021-01-08 22:54:40+00:00,@jamescharles Okay wait.... now I want a perm.,Jaclynhill,10,8,832,0,
215,1.33074E+18,https://twitter.com/Jaclynhill/status/1330739648612753408,2020-11-23 05:07:10+00:00,@jamescharles Please call Instagram &amp; make this official James! Thanks so much!👏🏼,Jaclynhill,11,6,2564,0,
216,1.32817E+18,https://twitter.com/Jaclynhill/status/1328172481526558720,2020-11-16 03:06:10+00:00,@jamescharles INCREDIBLE!!,Jaclynhill,6,1,664,0,
217,1.32299E+18,https://twitter.com/Jaclynhill/status/1322990733813522433,2020-11-01 19:55:45+00:00,@jamescharles @VoguePortugal I am so damn proud of you James! This is so amazing!!,Jaclynhill,5,4,1338,0,
218,1.32042E+18,https://twitter.com/Jaclynhill/status/1320419661767389185,2020-10-25 17:39:14+00:00,@jamescharles Omg I read this as *important. And I was like damn James!😂😂,Jaclynhill,20,8,3306,0,
219,1.31926E+18,https://twitter.com/Jaclynhill/status/1319255291859525638,2020-10-22 12:32:26+00:00,@jamescharles Congratulations babe! You deserve it so much!👏🏼,Jaclynhill,2,1,545,0,
220,1.31543E+18,https://twitter.com/Jaclynhill/status/1315434991338295298,2020-10-11 23:31:56+00:00,@jamescharles That graffiti one is sickening!!,Jaclynhill,3,2,1106,0,
221,1.29803E+18,https://twitter.com/Jaclynhill/status/1298031426005237760,2020-08-24 22:56:22+00:00,@jamescharles Okay that backflip with only one jump was pretty impressive!,Jaclynhill,10,5,1354,0,
222,1.2889E+18,https://twitter.com/Jaclynhill/status/1288900511144587268,2020-07-30 18:13:23+00:00,"@aoifeotoole24 @jamescharles You just kind of lean to the side... or lean forward. I don’t know, I’ve never thought about it 😂😂",Jaclynhill,8,1,153,0,
223,1.2889E+18,https://twitter.com/Jaclynhill/status/1288897278057631744,2020-07-30 18:00:32+00:00,"The tweets on this thread have me dying laughing 😂😂😂
And @jamescharles im truly curious how you stand and wipe! https://t.co/jB8EUGmgJS",Jaclynhill,40,28,1237,4,
224,1.21659E+18,https://twitter.com/Jaclynhill/status/1216588951529689088,2020-01-13 05:13:03+00:00,"@shaunasmagac @jamescharles No, but it did happen to a good friend of mine!! 😂",Jaclynhill,5,1,272,0,
225,1.21659E+18,https://twitter.com/Jaclynhill/status/1216586314222575616,2020-01-13 05:02:35+00:00,@jamescharles It could be worse. Just be glad they aren’t falling asleep in the middle of sex!🤷🏼‍♀️😂,Jaclynhill,41,41,4042,6,
226,1.19215E+18,https://twitter.com/Jaclynhill/status/1192154467178704896,2019-11-06 18:59:08+00:00,@jamescharles Ughh im so sorry James! That’s the worst!!!,Jaclynhill,5,10,632,0,
227,1.18534E+18,https://twitter.com/Jaclynhill/status/1185343104561205248,2019-10-18 23:53:13+00:00,@jamescharles @norvina1 She’s amazing for all the support she gives!,Jaclynhill,6,11,952,0,
228,1.42732E+18,https://twitter.com/GlamorableBlog/status/1427316990759288841,2021-08-16 17:11:03+00:00,"On the blog &gt;&gt; All you need to know about bakuchiol - what it is, how to use it, and how it compares to retinoids! &gt;&gt; https://t.co/Tz3LorlGf7 @NOWFoods #NOWWellness #NOWFoods #NOWPartner #veganbeauty https://t.co/G4vDHJEbZu",GlamorableBlog,1,1,4,0,"['NOWWellness', 'NOWFoods', 'NOWPartner', 'veganbeauty']"
229,1.26494E+18,https://twitter.com/labelsforlunch/status/1264944953479827462,2020-05-25 15:42:33+00:00,@LauraLouMakeup Private land 🙈,labelsforlunch,1,1,1,0,
230,1.28892E+18,https://twitter.com/labelsforlunch/status/1288918794623225860,2020-07-30 19:26:02+00:00,"Balance Me Stellar Beauty Balm // 10 Uses For This AMAZING Natural Lip Balm!
https://t.co/83nQ5ik8Jy ⁦@balancemeskin⁩",labelsforlunch,1,1,1,0,
231,1.13899E+18,https://twitter.com/HeyAprill/status/1138987713695289344,2019-06-13 01:53:26+00:00,So I watched “My lipsticks” by @Jaclynhill. A few thoughts:,HeyAprill,3,4,17,1,
232,1.55342E+18,https://twitter.com/HeyAprill/status/1553422877206142976,2022-07-30 16:50:49+00:00,@QueenKristoff They really made a mistake when they let people use “respectability politics” all loosey goosey,HeyAprill,2,1,2,0,
233,1.55305E+18,https://twitter.com/HeyAprill/status/1553045579927900162,2022-07-29 15:51:35+00:00,Sure did order the Beyonce rolling tray. And when Kelis start selling llamas… I got you gworlllll,HeyAprill,2,2,17,0,
234,1.553E+18,https://twitter.com/HeyAprill/status/1552997726555701251,2022-07-29 12:41:25+00:00,Cant bury that old face. Its back with a vengeance. 🤌🏽 https://t.co/Yc0rX87WfA,HeyAprill,2,9,18,0,
235,1.55282E+18,https://twitter.com/HeyAprill/status/1552816879848275969,2022-07-29 00:42:48+00:00,"Ultimately we are having this argument with people that never have, and never will create a damn thing and will never know how Kelis feels. 

You can literally see who is a creator and gets it, and who is not. It’s not their fault.",HeyAprill,1,5,25,2,
236,1.55281E+18,https://twitter.com/HeyAprill/status/1552808118157033472,2022-07-29 00:07:59+00:00,"Giving Kellis a song credit is not giving her roses. 

You all use “yall want black women to be given their roses and here she is doing that” but baby I think its apparent that the BEYnut gallery dont know wtf roses are.",HeyAprill,2,9,36,0,
237,1.55281E+18,https://twitter.com/HeyAprill/status/1552807356140032000,2022-07-29 00:04:58+00:00,Then she could find a way to reach out and give a heads up.,HeyAprill,2,5,20,0,
238,1.55281E+18,https://twitter.com/HeyAprill/status/1552806598615130118,2022-07-29 00:01:57+00:00,"So even if MY ART is owned by someone else, we SHOULD still have a conversation. That’s respect outside of law.

There’s no way Beyonce does not know how bad Pharrell screwed over Kellis. He took every penny from her first two albums. 

If she can find everyone’s baby photos…",HeyAprill,3,18,65,9,
239,1.55273E+18,https://twitter.com/HeyAprill/status/1552732295932542977,2022-07-28 19:06:42+00:00,I’m sure that PFB Vanish has been recommended a time or two for facial application but there’s some things that I personally want yall to know. #skincare #pfbvanish https://t.co/GCwT8plAav,HeyAprill,1,3,9,2,"['skincare', 'pfbvanish']"
240,1.55244E+18,https://twitter.com/HeyAprill/status/1552444405625528321,2022-07-28 00:02:43+00:00,*sighs* https://t.co/6h2YphWPLN,HeyAprill,1,4,21,1,
241,1.55194E+18,https://twitter.com/HeyAprill/status/1551942768376913920,2022-07-26 14:49:24+00:00,Have you found your favorite cleanser yet? #skincare https://t.co/K5d0jzJlXL,HeyAprill,12,1,5,16,['skincare']
242,1.55187E+18,https://twitter.com/HeyAprill/status/1551872745184657408,2022-07-26 10:11:09+00:00,"I had to cry at 5 am, so do you. https://t.co/GCaSRpCuEM",HeyAprill,386,7308,41898,3163,
243,1.55153E+18,https://twitter.com/HeyAprill/status/1551533309246816257,2022-07-25 11:42:21+00:00,I’m “my momma used to put an 8 hour tape in the VCR to record her stories while she’s at work” years old.,HeyAprill,2,4,31,3,
244,1.55124E+18,https://twitter.com/HeyAprill/status/1551235335652270081,2022-07-24 15:58:19+00:00,Honest question: How were they supposed to integrate one of the most important characters of the movie into promotion? Like… not at all? https://t.co/Vix9qvDrox,HeyAprill,2,1,20,0,
245,1.5505E+18,https://twitter.com/HeyAprill/status/1550500940242976768,2022-07-22 15:20:05+00:00,Little Miss drinking water is my skincare routine https://t.co/WGF3oHuDvK,HeyAprill,1,1,10,0,
246,1.55047E+18,https://twitter.com/HeyAprill/status/1550473489114664962,2022-07-22 13:31:00+00:00,Little Miss sleeps with makeup on https://t.co/vWGuAAKTo3,HeyAprill,2,2,9,0,
247,1.55047E+18,https://twitter.com/HeyAprill/status/1550472243184078848,2022-07-22 13:26:03+00:00,Little Miss pimple popper https://t.co/E1fDBFDmNW,HeyAprill,1,2,10,2,
248,1.55047E+18,https://twitter.com/HeyAprill/status/1550472131661676546,2022-07-22 13:25:37+00:00,Little Miss over-exfoliation https://t.co/0qaGihGHm7,HeyAprill,1,1,28,1,
249,1.55028E+18,https://twitter.com/HeyAprill/status/1550278140735492096,2022-07-22 00:34:46+00:00,The world we live in isn’t real. 🤯 https://t.co/w4qZSRkbeU,HeyAprill,1,1,5,0,
250,1.54991E+18,https://twitter.com/HeyAprill/status/1549910260806213632,2022-07-21 00:12:56+00:00,"Yeah that’s Frank Ocean’s mom. I’ve heard about the SPF, but don’t remember much about it. 

Anyone use UNSUN? https://t.co/b7VVEbtNHn",HeyAprill,2,1,6,0,
251,1.54943E+18,https://twitter.com/HeyAprill/status/1549429353267732482,2022-07-19 16:21:59+00:00,Because they dont know their worth. https://t.co/xzUIea4k0Z,HeyAprill,1,2,4,1,
252,1.21821E+18,https://twitter.com/LauraLouMakeup/status/1218211320853647370,2020-01-17 16:39:46+00:00,"@bareMineralsUK @CTilburyMakeup @kevyn_aucoin @BobbiBrown @BenefitUK @ABHcosmetics This post went crazy &amp; I've never had so many ppl hit my blog in a day..but it's NOT for everyone as it's my(negative) birth story.I nearly didn't publish,it was sat in my drafts for 6 months &amp; I cried whenever I wrote it. SO glad I shared it in the end.

https://t.co/TSlZWwGqaZ https://t.co/OuCDsvNCCC",LauraLouMakeup,1,1,1,0,
253,1.10467E+18,https://twitter.com/LauraLouMakeup/status/1104672157211213825,2019-03-10 09:15:40+00:00,"Did you check out my @CTilburyMakeup Icons palette review yet? Swatches, looks and *if* you need it in your makeup collection. 

https://t.co/udkuTdPQec https://t.co/b3ydfSbrfg",LauraLouMakeup,2,2,4,3,
254,1.10404E+18,https://twitter.com/LauraLouMakeup/status/1104044014695837696,2019-03-08 15:39:39+00:00,"Did you catch today’s post ? It’s a review of the new @CTilburyMakeup icons palette ~ swatches, looks &amp; the rest. 

https://t.co/udkuTdPQec https://t.co/V9FtFTpywH",LauraLouMakeup,4,3,14,2,
255,1.10393E+18,https://twitter.com/LauraLouMakeup/status/1103927661536063492,2019-03-08 07:57:19+00:00,"It’s here! The @CTilburyMakeup new Icons palette : x4 cute looks from it, wet + dry swatches and all full lowdown. Let me know what you think. 

https://t.co/udkuTe7r5K https://t.co/J4d3Miv2DV",LauraLouMakeup,2,7,18,2,
256,1.10301E+18,https://twitter.com/LauraLouMakeup/status/1103009116933496833,2019-03-05 19:07:21+00:00,"NEW POST } My review of the @CTilburyMakeup Hollywood Flawless Filter 

https://t.co/udkuTdPQec https://t.co/401AjgE48a",LauraLouMakeup,3,2,9,0,
257,1.10291E+18,https://twitter.com/LauraLouMakeup/status/1102911127443423232,2019-03-05 12:37:58+00:00,I’ve ruined my @CTilburyMakeup ICONS palette with wet + dry swatches so you don’t have to 😩😭 coming soon 💫 https://t.co/Edjemq9T78,LauraLouMakeup,2,7,38,0,
258,1.10283E+18,https://twitter.com/LauraLouMakeup/status/1102831492743553026,2019-03-05 07:21:32+00:00,"Today I’m talking about the @CTilburyMakeup Hollywood Flawless Filter ~ so if you are toying or need persuading then have a read: 

https://t.co/udkuTdPQec https://t.co/v79GrlepoB",LauraLouMakeup,2,3,12,0,
259,1.10214E+18,https://twitter.com/LauraLouMakeup/status/1102136801479790597,2019-03-03 09:21:04+00:00,What are we thinking of the new @CTilburyMakeup ICONS palette? Has anyone tried it? Am having playtime today 🎨 https://t.co/SKi0JgGQPp,LauraLouMakeup,3,2,31,0,
260,1.22408E+18,https://twitter.com/LauraLouMakeup/status/1224076302338207751,2020-02-02 21:05:07+00:00,I’ve just nominated some of my faves for the @BlogosphereM awards inc. @Fordtography @MakeErinOver @CarolineHirons @katiexmiddleton @alicespake @labelsforlunch @MikhilaMcDaid @LydiaEmillen @lisapotterdixon and some others who aren’t on twitter 🥳❤️🥳,LauraLouMakeup,7,1,12,1,
261,1.55111E+18,https://twitter.com/LauraLouMakeup/status/1551111835281154050,2022-07-24 07:47:34+00:00,Good morning to everyone except those who say ‘wake up sheeple’ x,LauraLouMakeup,2,1,12,0,
262,1.55044E+18,https://twitter.com/LauraLouMakeup/status/1550435522337771521,2022-07-22 11:00:08+00:00,"This sums it up @SomersetCouncil &gt;&gt; when we are not receiving the correct funding for our autistic child to be able to attend nursery. No one can help, passed from pillar to post &amp; currently paying more than every other parent at our nursery because our child has autism. https://t.co/8gTd3GHaI6",LauraLouMakeup,3,5,18,0,
263,1.55043E+18,https://twitter.com/LauraLouMakeup/status/1550429884752740352,2022-07-22 10:37:44+00:00,"The @Spectrumbrushes x KJH brush collection. Still my most-used makeup brushes! 

https://t.co/DvKrWH8kgz https://t.co/h9ZfmQZK4i",LauraLouMakeup,1,1,5,0,
264,1.54515E+18,https://twitter.com/LauraLouMakeup/status/1545146807231070208,2022-07-07 20:44:40+00:00,@BootsUK I need the DEETS.,LauraLouMakeup,1,1,2,0,
265,1.54388E+18,https://twitter.com/LauraLouMakeup/status/1543883749926076416,2022-07-04 09:05:44+00:00,I hope this week is better than the last for everyone ✨ good vibes ⚡️⚡️,LauraLouMakeup,1,1,10,0,
266,1.54317E+18,https://twitter.com/LauraLouMakeup/status/1543165104409255936,2022-07-02 09:30:06+00:00,"Surround yourself by the good ones, even if it’s just a few ✨ it makes all the difference ✨",LauraLouMakeup,1,1,13,0,
267,1.53913E+18,https://twitter.com/LauraLouMakeup/status/1539128306414637057,2022-06-21 06:09:18+00:00,"Tip 1 : remove those toxic AF people on your socials! DO IT. 
(&amp; other ways to make your social media space more positive space) 

https://t.co/lgzYfFOOPT https://t.co/0KYsPLo591",LauraLouMakeup,1,3,14,0,
268,1.53698E+18,https://twitter.com/LauraLouMakeup/status/1536978406058905603,2022-06-15 07:46:22+00:00,"Any recs for places to visit in Dartmouth &amp; Brixham kinda areas? Food, hikes, cute beaches, toddler-friendly stuff 🙏🏼#devon #dartmoor",LauraLouMakeup,5,1,1,0,"['devon', 'dartmoor']"
269,1.43552E+18,https://twitter.com/LauraLouMakeup/status/1435521291298263042,2021-09-08 08:32:01+00:00,"NEW | my mega review of my newest @hudabeauty palette : the Naughty Nude!

Swatches, tips + worn 6 ways 💦

https://t.co/aZnqJvE1aK https://t.co/2a1gzPBksn",LauraLouMakeup,1,2,2,0,
270,1.22553E+18,https://twitter.com/LauraLouMakeup/status/1225534910670221312,2020-02-06 21:41:06+00:00,Feelin’ the new (&amp; first!) @hudabeauty palette I just purchased 💋 full deets over on insta &gt;&gt; https://t.co/casf2M4sjq https://t.co/3s7k202RQi,LauraLouMakeup,1,1,12,0,
271,1.13676E+18,https://twitter.com/JenLuvsReviews/status/1136758098096480256,2019-06-06 22:13:45+00:00,"@xoShaaan Yes. And then, the worst thing about it is that when you get to the doctor, a lot of things aren't even covered. OR you have a high deductible and you have to spend thousands of dollars before the insurance even works.",JenLuvsReviews,26,1,167,1,
272,1.37925E+18,https://twitter.com/JenLuvsReviews/status/1379247099317997577,2021-04-06 01:38:28+00:00,"What would your YouTube Beauty Generations look like? Here are mine
Gen 1 - XSparkage
Gen 2 - EmilyNoel83
Gen 3 - Jaclyn Hill
Gen 4 - Tati Westbrook
Gen 5 - Bailey Sarian https://t.co/T9oMpxBifg",JenLuvsReviews,11,1,117,3,
273,1.37161E+18,https://twitter.com/JenLuvsReviews/status/1371611875205644298,2021-03-15 23:58:49+00:00,"@Jaclynhill From my experience, it's attachment to the person that brings the most engagement. When people really like who the person presents themselves to be. Personally, people that don't like me for who I am (at whatever weight) aren't people I want engaging with me anyway. 🤷‍♀️",JenLuvsReviews,2,1,205,1,
274,1.23541E+18,https://twitter.com/JenLuvsReviews/status/1235413632688762881,2020-03-05 03:55:37+00:00,"@Jaclynhill People haven't taken the fun out of social media. People's reactions to your actions have.
People WANT to love you. People WANT to trust you. Give them a reason to! Prove people wrong by showing you are a good person, not through words but through ACTION. My DMs are always open.",JenLuvsReviews,36,4,719,0,
