sentiment,username,verified,followersCount,content,date,country,replyCount,retweetCount,likeCount,url,hashtags,processed,cleantext_no_spell,cleantext_no_spell_no_lemma
1,DivineEmpres,False,23,"Wanting to vamp up your skin care routine? Here are a few easy steps to switch up your regular routine. 🌟

 #morning #routine #skincare #glowingskin https://t.co/ql3FejqQ0g",2022-08-30 22:00:01+00:00,Argentina,0,0,0,https://twitter.com/DivineEmpres/status/1564734711041167360,"['morning', 'routine', 'skincare', 'glowingskin']",want to amp up your skin care routine here be a few easy step to switch up your regular routine glowing_star,want to amp up your skin care routine here be a few easy step to switch up your regular routine glowing_star,want to amp up your skin care routine here be a few easy step to switch up your regular routine glowing_star
1,NicoleLeslyesty,False,381,Afternoon 🧖🏾‍♀️👑hope you drinking water and keeping your hands out your face. Have a good day. #estheticianlifw #luxurybynicoleleslyllc #skintips #loveyourskin #foreveryoung https://t.co/nr01NAaauc,2022-08-25 17:23:07+00:00,Argentina,1,0,1,https://twitter.com/NicoleLeslyesty/status/1562853089303900163,"['estheticianlifw', 'luxurybynicoleleslyllc', 'skintips', 'loveyourskin', 'foreveryoung']",afternoon woman_in_steam_room_medium dark_skin_tone crown hope you drink water and keep your hand out your face have a good day,afternoon woman_in_steam_room_medium dark_skin_tone crown hope you drink water and keep your hand out your face have a good day,afternoon woman_in_steam_room_medium dark_skin_tone crown hope you drink water and keep your hand out your face have a good day
0,OjasRajani,False,3759,"Had such a great time in Rajkot for the masterclass.

Makeup &amp; Hair: @ojasrajani

#ojasrajani #ojasrajaniacademy #makeuptutorial #makeupoftheday #learnmakeup #hairandmakeup #mumbaimakeupacademy #makeupforlife #makeupandhair #mumbaimakeup #Makeuplover #makeup #rajkot #gujarat https://t.co/En5LD10ZV2",2022-08-28 12:25:35+00:00,Argentina,0,0,2,https://twitter.com/OjasRajani/status/1563865374495350784,"['ojasrajani', 'ojasrajaniacademy', 'makeuptutorial', 'makeupoftheday', 'learnmakeup', 'hairandmakeup', 'mumbaimakeupacademy', 'makeupforlife', 'makeupandhair', 'mumbaimakeup', 'Makeuplover', 'makeup', 'rajkot', 'gujarat']",have such a great time in racket for the masterclass makeup amp hair,have such a great time in racket for the masterclass makeup amp hair,have such a great time in racket for the masterclass makeup amp hair
1,Lucky_Nhlanhla_,False,1719,"The Best Foundation You Can Wear is Glowing Healthy Skin.🌻
@luckyocean_SC

#luckyocean_SC #skincare #skincaretips #skincareproducts #skincareroutine #skincarelover #skincareluxury #luckyocean_ #HouseofZwide #SkeemSaam #TheRiver1Magic #ThursdayMotivation https://t.co/qdMsvWOmQo",2022-07-13 19:25:39+00:00,Argentina,0,1,2,https://twitter.com/Lucky_Nhlanhla_/status/1547301248642306049,"['luckyocean_SC', 'skincare', 'skincaretips', 'skincareproducts', 'skincareroutine', 'skincarelover', 'skincareluxury', 'luckyocean_', 'HouseofZwide', 'SkeemSaam', 'TheRiver1Magic', 'ThursdayMotivation']",the best foundation you can wear be glow healthy skin sunflower,the best foundation you can wear be glow healthy skin sunflower,the best foundation you can wear be glow healthy skin sunflower
1,LxmvcGlossy,False,9,"Keeping it au naturel with our lash in the style “Raw” 😍

Shop now on https://t.co/oRNDVmKZcR

#lashes #shoppingqueen #shopping #shopsmall #SmallBusiness #lash #makeup #cosmetics https://t.co/uI11XmbuJY",2022-08-30 10:13:53+00:00,Argentina,0,1,2,https://twitter.com/LxmvcGlossy/status/1564557009847984129,"['lashes', 'shoppingqueen', 'shopping', 'shopsmall', 'SmallBusiness', 'lash', 'makeup', 'cosmetics']",keep it au nature with our lash in the style raw smiling_face_with_heart eye shop now on,keep it au nature with our lash in the style raw smiling_face_with_heart eye shop now on,keep it au nature with our lash in the style raw smiling_face_with_heart eye shop now on
0,shilpigoel20,False,38,"Did you know #yoga can help you achieve #glowingskin?

Find out which yoga poses are good for our health 

#Dailymotivation #dailychanting #motivate #encourage #goodthoughts #healthythoughts #challenge #weightloss #fittness #healthyliving #healthylife #dailyhealth https://t.co/yoS3crpGsB",2022-08-27 06:45:01+00:00,Argentina,0,1,1,https://twitter.com/shilpigoel20/status/1563417280494850049,"['yoga', 'glowingskin', 'Dailymotivation', 'dailychanting', 'motivate', 'encourage', 'goodthoughts', 'healthythoughts', 'challenge', 'weightloss', 'fittness', 'healthyliving', 'healthylife', 'dailyhealth']",do you know can help you achieve find out which yoga pose be good for our health,do you know can help you achieve find out which yoga pose be good for our health,do you know can help you achieve find out which yoga pose be good for our health
0,CSIskinexperts,False,511,"Out with the old, and in with the new! 🚮It's time to update your daily skincare regimen.

Plus, through January, 𝒔𝒂𝒗𝒆 22% 𝑶𝑭𝑭 𝒚𝒐𝒖𝒓 𝒔𝒌𝒊𝒏𝒄𝒂𝒓𝒆 𝒑𝒖𝒓𝒄𝒉𝒂𝒔𝒆! Shop now: https://t.co/MIwmWXriLP

#SkincareUpdate #NewSkincare #NewSkinWhoDis https://t.co/Sj7jcvduNH",2022-01-25 20:01:56+00:00,Argentina,0,0,0,https://twitter.com/CSIskinexperts/status/1486066828262653956,"['SkincareUpdate', 'NewSkincare', 'NewSkinWhoDis']",out with the old and in with the new litter_in_bin_sign it be time to update your daily sincere regimen plus through january save 22 FF your sincere purchase shop now,out with the old and in with the new litter_in_bin_sign it be time to update your daily sincere regimen plus through january save 22 FF your sincere purchase shop now,out with the old and in with the new litter_in_bin_sign it be time to update your daily sincere regimen plus through january save 22 FF your sincere purchase shop now
0,apnamartshop,False,8,"Green Apple Shampoo 

https://t.co/ezCsGf80hP | +91 915 314 9535 
GET INSTANT DISCOUNT FREE SHIPPING AND DELIVERY*  

#beautyproducts #beauty #cosmetics  #beautytips #beautycare  #onlineshopping #makeupartist #instabeauty  #facewash #skincare   #cleanser #glowingskin https://t.co/NQmqTXZz7U",2022-08-27 02:30:00+00:00,Argentina,0,0,1,https://twitter.com/apnamartshop/status/1563353103394492418,"['beautyproducts', 'beauty', 'cosmetics', 'beautytips', 'beautycare', 'onlineshopping', 'makeupartist', 'instabeauty', 'facewash', 'skincare', 'cleanser', 'glowingskin']",green apple shampoo 91 915 314 9535 get instant discount free ship and delivery,green apple shampoo 91 915 314 9535 get instant discount free ship and delivery,green apple shampoo 91 915 314 9535 get instant discount free ship and delivery
1,TotalCarePharm1,False,168,"Healthier skin, Happier you!!!

We're at Victoria Hotel shop no5 and Thetsane opposite Puma garage.
#skincaretuesday #glowingskin https://t.co/XRTv7mWK0d",2022-08-30 06:36:49+00:00,Argentina,0,1,1,https://twitter.com/TotalCarePharm1/status/1564502379692703746,"['skincaretuesday', 'glowingskin']",healthier skin happier you we be at victoria hotel shop no5 and thetsane opposite puma garage,healthier skin happier you we be at victoria hotel shop no5 and thetsane opposite puma garage,healthier skin happier you we be at victoria hotel shop no5 and thetsane opposite puma garage
1,MZSkinOfficial,False,989,"Fade away dark spots and pigmentation with this limited edition, online exclusive set ""Pigmentation Trio""🧖‍♀️

#mzskin #mzglow #drmaryamzamani #skincareroutines #skinwellness #pigmentation #summerskincaretips #summerskincareroutine #hyperpigmentationexpert #doctorrecommended https://t.co/U6yIt4CpoS",2022-07-21 16:10:56+00:00,Argentina,0,0,1,https://twitter.com/MZSkinOfficial/status/1550151348443914240,"['mzskin', 'mzglow', 'drmaryamzamani', 'skincareroutines', 'skinwellness', 'pigmentation', 'summerskincaretips', 'summerskincareroutine', 'hyperpigmentationexpert', 'doctorrecommended']",fade away dark spot and pigmentation with this limit edition online exclusive set pigmentation trio woman_in_steam_room,fade away dark spot and pigmentation with this limit edition online exclusive set pigmentation trio woman_in_steam_room,fade away dark spot and pigmentation with this limit edition online exclusive set pigmentation trio woman_in_steam_room
1,SpencerCoffman8,False,331,"Take care of your hair, skin, and nails with this tangerine collagen drink.
 https://t.co/g3YOzQxbgk 

#skincare #haircare #skin #hair #nails #beauty #vitamins",2022-08-30 21:45:24+00:00,Argentina,0,0,0,https://twitter.com/SpencerCoffman8/status/1564731036226953216,"['skincare', 'haircare', 'skin', 'hair', 'nails', 'beauty', 'vitamins']",take care of your hair skin and nail with this tangerine collagen drink,take care of your hair skin and nail with this tangerine collagen drink,take care of your hair skin and nail with this tangerine collagen drink
0,VeVa_Mart,False,8,"“ Life is full of beauty. ”
Let's found out more Facial care products at Vevamart &gt;&gt;&gt; 
https://t.co/Uv6Qj0c6ew
#skinlove #facecream #skinproducts #skintreatment #skincareaddict #skinhealth #instaskincare #skinroutine #shopping #vevamart https://t.co/zENzZxAPzk",2022-07-27 15:22:59+00:00,Argentina,0,0,0,https://twitter.com/VeVa_Mart/status/1552313606410477568,"['skinlove', 'facecream', 'skinproducts', 'skintreatment', 'skincareaddict', 'skinhealth', 'instaskincare', 'skinroutine', 'shopping', 'vevamart']",life be full of beauty let us find out more facial care products at vevamart gt gt gt,life be full of beauty let us find out more facial care products at vevamart gt gt gt,life be full of beauty let us find out more facial care products at vevamart gt gt gt
0,tiktokstopshop,False,0,"Portable laser hair remover 😎 
Selling fast don't miss out 
https://t.co/2NyDEQKjm7
#hair #remover #skincare #nomoreshaving #womensproducts #forher #forhim #giftidea #birthdaygift #musthave #trending #tiktokmademebuyit https://t.co/oesDTzHoSI",2022-08-30 18:16:15+00:00,Argentina,0,0,0,https://twitter.com/tiktokstopshop/status/1564678399884410881,"['hair', 'remover', 'skincare', 'nomoreshaving', 'womensproducts', 'forher', 'forhim', 'giftidea', 'birthdaygift', 'musthave', 'trending', 'tiktokmademebuyit']",portable laser hair remove smiling_face_with_sunglasses sell fast do not miss out,portable laser hair remove smiling_face_with_sunglasses sell fast do not miss out,portable laser hair remove smiling_face_with_sunglasses sell fast do not miss out
0,KleanColor,False,3605,"🚀NEW IN 🚀 Coming in hot, vacation-ready shades to start packing. Grab these essentials for your travels, so you can look and feel your very best.✨💗
-
#kleancolor #caribe #shadow #eyeshadow #palette #eyes #mua #makeup #beauty #cosmetics
-
https://t.co/OJz3JfTLcA https://t.co/l6fEsSrJjz",2022-08-30 15:00:00+00:00,Argentina,0,0,3,https://twitter.com/KleanColor/status/1564629012802068482,"['kleancolor', 'caribe', 'shadow', 'eyeshadow', 'palette', 'eyes', 'mua', 'makeup', 'beauty', 'cosmetics']",rocket new in rocket come in hot vacation ready shade to start pack grab these essentials for your travel so you can look and feel your very best spark growing_heart,rocket new in rocket come in hot vacation ready shade to start pack grab these essentials for your travel so you can look and feel your very best spark growing_heart,rocket new in rocket come in hot vacation ready shade to start pack grab these essentials for your travel so you can look and feel your very best spark growing_heart
0,ShoppingNowMHIE,False,48,"Want a Korean Skin Care? 

Here is the (Mini Kit) SOMEBYMI AHA-BHA-PHA 30 Days Miracle Starter Kit [Toner/Serum/Cream/Cleansing Bar] at 32% off! 
RM59.64 only. 

Shopee link: https://t.co/5AHFj0FiLC
 #ShopeeMY #SomebyMi #Malaysianationalday #skincare https://t.co/48ouBMOG3Z",2022-08-30 23:42:34+00:00,Argentina,0,0,0,https://twitter.com/ShoppingNowMHIE/status/1564760518056824835,"['ShopeeMY', 'SomebyMi', 'Malaysianationalday', 'skincare']",want a korean skin care here be the mini kit somebymi aha bha pha 30 days miracle starter kit tower serum cream cleanse bar at 32 off rm59 64 only scope link,want a korean skin care here be the mini kit somebymi aha bha pha 30 days miracle starter kit tower serum cream cleanse bar at 32 off rm59 64 only scope link,want a korean skin care here be the mini kit somebymi aha bha pha 30 days miracle starter kit tower serum cream cleanse bar at 32 off rm59 64 only scope link
-1,indulgexpress,True,2422,"Time to say gooodbye to some of the #beautytrends

https://t.co/qSVKDRoD2K",2022-07-12 11:02:58+00:00,Argentina,0,0,0,https://twitter.com/indulgexpress/status/1546812355652325376,['beautytrends'],time to say goodbye to some of the,time to say goodbye to some of the,time to say goodbye to some of the
0,AMommy91,False,4794,I don't think yall are ready for this 😍😍😍😍😍😍😍😍 be sure to use code Lizziemua91 at checkout this Friday. #makeup #viral #bluemakeup #indiebrands #trendmood @Trendmood https://t.co/U2qYhdbr0N,2022-05-24 18:14:37+00:00,Canada,2,2,7,https://twitter.com/AMommy91/status/1529163976831115265,"['makeup', 'viral', 'bluemakeup', 'indiebrands', 'trendmood']",i do not think you all be ready for this smiling_face_with_heart eye smiling_face_with_heart eye smiling_face_with_heart eye smiling_face_with_heart eye smiling_face_with_heart eye smiling_face_with_heart eye smiling_face_with_heart eye smiling_face_with_heart eye be sure to use code lizziemua91 at checkout this friday,i do not think you all be ready for this smiling_face_with_heart eye smiling_face_with_heart eye smiling_face_with_heart eye smiling_face_with_heart eye smiling_face_with_heart eye smiling_face_with_heart eye smiling_face_with_heart eye smiling_face_with_heart eye be sure to use code lizziemua91 at checkout this friday,i do not think you all be ready for this smiling_face_with_heart eye smiling_face_with_heart eye smiling_face_with_heart eye smiling_face_with_heart eye smiling_face_with_heart eye smiling_face_with_heart eye smiling_face_with_heart eye smiling_face_with_heart eye be sure to use code lizziemua91 at checkout this friday
0,adriennesvanity,False,226,"Let’s talk🌿

HEMPSEED OIL

Have you ordered yet? No? Click the link below🌿
https://t.co/3ycoCzSAnW

#skincarewithadrienne #hempseedoil #itsthekitty🌿 #blackownedbusiness #fyp #organicskincare #glowingskin #skintips #skinroutine #skinhealth #skinrejuvenation #skingoals https://t.co/Xd5FIYq07u",2022-08-02 17:26:37+00:00,Argentina,1,3,3,https://twitter.com/adriennesvanity/status/1554519050738343936,"['skincarewithadrienne', 'hempseedoil', 'itsthekitty', 'blackownedbusiness', 'fyp', 'organicskincare', 'glowingskin', 'skintips', 'skinroutine', 'skinhealth', 'skinrejuvenation', 'skingoals']",let us talk herb hempseed oil have you order yet no click the link below herb,let us talk herb hempseed oil have you order yet no click the link below herb,let us talk herb hempseed oil have you order yet no click the link below herb
1,CotaSkincare,False,1652,Add more veggies to your diet. They play a role in having healthier skin too. #skintips,2022-08-16 23:37:27+00:00,Argentina,0,0,1,https://twitter.com/CotaSkincare/status/1559685800731754504,['skintips'],add more veggies to your diet they play a role in have healthier skin too,add more veggies to your diet they play a role in have healthier skin too,add more veggies to your diet they play a role in have healthier skin too
-1,WOWbeaute,False,3907,Is your skin dry or dehydrated? #skincare #skintips #skincaretips https://t.co/jM1DuymXyW,2022-08-19 13:10:00+00:00,Argentina,1,0,2,https://twitter.com/WOWbeaute/status/1560615062103945218,"['skincare', 'skintips', 'skincaretips']",be your skin dry or dehydrate,be your skin dry or dehydrate,be your skin dry or dehydrate
0,AxelBear13,False,5,"Color Cosmetics Market Research Report 2022-2027 - IMARC Group

Explore Full Report with TOC: https://t.co/4QHS1vZIRM

#color #cosmetics #market #imarcgroup #marketreport #size #share #covid19_impact #europenews #news",2022-08-30 12:27:35+00:00,Argentina,0,0,0,https://twitter.com/AxelBear13/status/1564590655195983872,"['color', 'cosmetics', 'market', 'imarcgroup', 'marketreport', 'size', 'share', 'covid19_impact', 'europenews', 'news']",color cosmetics market research report 2022 2027 marc group explore full report with toc,color cosmetics market research report 2022 2027 marc group explore full report with toc,color cosmetics market research report 2022 2027 marc group explore full report with toc
0,seyaanafix,False,24,"If there was ever a time. You needed a relaxing hair cut, it's Now.
We cannot wait to serve you again and give you the relaxation you deserve in the safety of your home.🏠
#hairstyles #beautytips #haircut #fashion #MakeupTips #love #style #instagram #cute #TrendingNow #Dubai #UAE https://t.co/0KeQxjlvVe",2022-08-25 05:38:03+00:00,Argentina,2,2,2,https://twitter.com/seyaanafix/status/1562675652897435648,"['hairstyles', 'beautytips', 'haircut', 'fashion', 'MakeupTips', 'love', 'style', 'instagram', 'cute', 'TrendingNow', 'Dubai', 'UAE']",if there be ever a time you need a relax hair cut it be now we cannot wait to serve you again and give you the relaxation you deserve in the safety of your home house,if there be ever a time you need a relax hair cut it be now we cannot wait to serve you again and give you the relaxation you deserve in the safety of your home house,if there be ever a time you need a relax hair cut it be now we cannot wait to serve you again and give you the relaxation you deserve in the safety of your home house
1,SkinBoneApoth,False,47,"Summer Facial Steam. Perfect for cleansing away the ick

.
.
.

#skintips #skingoals #skincareaddict https://t.co/wXn2K8KdsE",2022-08-29 19:02:33+00:00,Argentina,0,0,1,https://twitter.com/SkinBoneApoth/status/1564327663837274112,"['skintips', 'skingoals', 'skincareaddict']",summer facial steam perfect for cleanse away the ick,summer facial steam perfect for cleanse away the ick,summer facial steam perfect for cleanse away the ick
1,AtlantisDaySpa,False,36,"Can anyone else relate?
_
Let us make it a better week, book that service you are day dreaming about!
_
#mondaymotivation
_ 

#atlantisdayspa #atlantisresults#tsawwassen #skincareprofessionals #advancedskincaresolutions #sunnytsawwassen #advancedskin #skininfluencer  #skintips # https://t.co/R0QpaCeOYS",2022-08-15 16:30:40+00:00,Argentina,0,0,0,https://twitter.com/AtlantisDaySpa/status/1559216009881391104,"['mondaymotivation', 'atlantisdayspa', 'atlantisresults', 'tsawwassen', 'skincareprofessionals', 'advancedskincaresolutions', 'sunnytsawwassen', 'advancedskin', 'skininfluencer', 'skintips']",can anyone else relate _ let us make it a better week book that service you be day dream about _ _,can anyone else relate _ let us make it a better week book that service you be day dream about _ _,can anyone else relate _ let us make it a better week book that service you be day dream about _ _
1,TheFashionArt1,False,0,Mom's Survival Kit #beautycare #skincareproducts #inspiration #onlineshopping https://t.co/eFVtdXttjP https://t.co/98166ynaeB,2022-08-29 04:35:32+00:00,Argentina,0,0,0,https://twitter.com/TheFashionArt1/status/1564109470271258628,"['beautycare', 'skincareproducts', 'inspiration', 'onlineshopping']",mom s survival kit,mom s survival kit,mom s survival kit
1,launiquelaser,False,39,"Does Retinol for hyperpigmentation work?

Talk to us about our line of AlumierMD Retinol Resurfacing Serum. A microencapsulated 0.25% pure retinol treatment that improves skin tone and texture and reduces the signs of aging.

#alumiermd #alumier #alumiermdcanada #skincare https://t.co/05EHutMnUh",2022-08-30 19:34:49+00:00,Argentina,0,0,0,https://twitter.com/launiquelaser/status/1564698169925050375,"['alumiermd', 'alumier', 'alumiermdcanada', 'skincare']",do retinal for hyperpigmentation work talk to us about our line of alumiermd retinal surface serum a microencapsulated 0 25 pure retinal treatment that improve skin tone and texture and reduce the sign of age,do retinal for hyperpigmentation work talk to us about our line of alumiermd retinal surface serum a microencapsulated 0 25 pure retinal treatment that improve skin tone and texture and reduce the sign of age,do retinal for hyperpigmentation work talk to us about our line of alumiermd retinal surface serum a microencapsulated 0 25 pure retinal treatment that improve skin tone and texture and reduce the sign of age
1,Vivalui1,False,225,"It's a new week again⭐ Here we are, reminding you that skincare is essential. Happy Monday 😍

#SkinGoals #SkinTips #SkinCareObsessed #SkinGlow #SkinRoutine #SkinLove #SkinReJuvenation #SkinCareDaily #SkinTherapist #SkinHealthy https://t.co/nzzNeHh3of https://t.co/HHHAyOulLm",2022-08-22 15:59:10+00:00,Argentina,1,1,2,https://twitter.com/Vivalui1/status/1561744797852909568,"['SkinGoals', 'SkinTips', 'SkinCareObsessed', 'SkinGlow', 'SkinRoutine', 'SkinLove', 'SkinReJuvenation', 'SkinCareDaily', 'SkinTherapist', 'SkinHealthy']",it be a new week again star here we be remind you that sincere be essential happy monday smiling_face_with_heart eye,it be a new week again star here we be remind you that sincere be essential happy monday smiling_face_with_heart eye,it be a new week again star here we be remind you that sincere be essential happy monday smiling_face_with_heart eye
0,FeeMan03185283,False,55,Enjoying some fresh air.#4THJULY #lifestyle #beauty #model #thickfitchick #curvy https://t.co/33x3VrVlhx,2022-07-04 22:44:35+00:00,Mexico,0,0,3,https://twitter.com/FeeMan03185283/status/1544089820003278848,"['4THJULY', 'lifestyle', 'beauty', 'model', 'thickfitchick', 'curvy']",enjoy some fresh air,enjoy some fresh air,enjoy some fresh air
1,dnamag_co,False,1528,"After testing 2 affordable serums under $20, here’s some honest reviews  https://t.co/oZh2LWUMDy  #skincare",2022-08-30 21:55:00+00:00,Argentina,0,0,0,https://twitter.com/dnamag_co/status/1564733451323973634,['skincare'],after test 2 affordable serum under 20 here be some honest review,after test 2 affordable serum under 20 here be some honest review,after test 2 affordable serum under 20 here be some honest review
1,kelvintayks,False,23,📷 capturing the beauty of nature and science in this calming vegan exfoliating powder that gives you smoother and more vibrant skin. 💙✨ #dermalogica #dailymilkfoliant #thepeacefulwaytoexfoliate #dailyfoliant #foliants #vegan... https://t.co/QgL3kOLP2p,2022-08-26 16:41:09+00:00,Argentina,0,0,0,https://twitter.com/kelvintayks/status/1563204916285321216,"['dermalogica', 'dailymilkfoliant', 'thepeacefulwaytoexfoliate', 'dailyfoliant', 'foliants', 'vegan']",camera capture the beauty of nature and science in this calm vegan exfoliate powder that give you smoother and more vibrant skin blue_heart spark,camera capture the beauty of nature and science in this calm vegan exfoliate powder that give you smoother and more vibrant skin blue_heart spark,camera capture the beauty of nature and science in this calm vegan exfoliate powder that give you smoother and more vibrant skin blue_heart spark
1,Thepinkkboutiq2,False,7,"Make the most of your lips with our fabulous gloss collection. Available at https://t.co/hDXxxXjN9z

#lipgloss #makeup #beauty #cosmetics #lipglosspoppin #lipglosslover #gloss #lip #glossylips #lipcare https://t.co/PAlaOtIDvw",2022-08-30 15:00:21+00:00,Argentina,0,0,0,https://twitter.com/Thepinkkboutiq2/status/1564629099737501697,"['lipgloss', 'makeup', 'beauty', 'cosmetics', 'lipglosspoppin', 'lipglosslover', 'gloss', 'lip', 'glossylips', 'lipcare']",make the most of your lips with our fabulous gloss collection available at,make the most of your lips with our fabulous gloss collection available at,make the most of your lips with our fabulous gloss collection available at
1,FernandezRose_,False,41,"Xiaohongshu's 2022 #BeautyTrends Report found that ""interest in cosmetics ingredients continues to grow."" This leads more customers to beauty brands like #Algenist, whose products have the efficacy, powerhouse #ingredients, &amp; proven formulas to deliver.
https://t.co/MHsw3lqFtD",2022-06-08 17:38:00+00:00,Argentina,0,0,1,https://twitter.com/FernandezRose_/status/1534590579526492161,"['BeautyTrends', 'Algenist', 'ingredients']",xiaohongshu s 2022 report find that interest in cosmetics ingredients continue to grow this lead more customers to beauty brand like whose products have the efficacy powerhouse amp prove formulas to deliver,xiaohongshu s 2022 report find that interest in cosmetics ingredients continue to grow this lead more customers to beauty brand like whose products have the efficacy powerhouse amp prove formulas to deliver,xiaohongshu s 2022 report find that interest in cosmetics ingredients continue to grow this lead more customers to beauty brand like whose products have the efficacy powerhouse amp prove formulas to deliver
0,blackrockcentr,False,1112,"It's @dermalogica National Exfoliation Day so if you go into @LloydsPharmIre Blackrock and buy a full size Daily Milkfoliant (rrp €69.00) you'll receive a free Gift of a ""Prep , Treat and Glow""Kit. #dermalogica https://t.co/mc0zT0Ow6g",2022-07-21 11:10:57+00:00,Argentina,0,0,1,https://twitter.com/blackrockcentr/status/1550075854214111232,['dermalogica'],it be national exfoliation day so if you go into blackrock and buy a full size daily milkfoliant rr EUR69 00 you will receive a free gift of a prep treat and glow kit,it be national exfoliation day so if you go into blackrock and buy a full size daily milkfoliant rr EUR69 00 you will receive a free gift of a prep treat and glow kit,it be national exfoliation day so if you go into blackrock and buy a full size daily milkfoliant rr EUR69 00 you will receive a free gift of a prep treat and glow kit
0,ursulamball,False,954,"@EsteeLauder @Allure_magazine @Twitter Goodbye Summer samples, hello Fall samples https://t.co/D9yjWAB1vT #esteelauder #allure #alluremagazine #fallbeauty #perfumesamples #skincareproducts https://t.co/KxKtcBu5Jr",2022-08-30 11:34:52+00:00,Argentina,0,0,1,https://twitter.com/ursulamball/status/1564577386720628737,"['esteelauder', 'allure', 'alluremagazine', 'fallbeauty', 'perfumesamples', 'skincareproducts']",goodbye summer sample hello fall sample,goodbye summer sample hello fall sample,goodbye summer sample hello fall sample
1,michell01705057,False,3,"Find your dream hair serum and boost your Advance Techniques hair regime with this fabulous 2 for £7 offer. Pick out the serum to complement your shampoo &amp; conditioner, for next level results 💜
https://t.co/OrhlqCIbpM
#Avon #AdvanceTechniques #HairGoals #SalonHair https://t.co/qHk7vPxcy7",2022-08-26 11:20:18+00:00,Argentina,0,0,0,https://twitter.com/michell01705057/status/1563124171198300160,"['Avon', 'AdvanceTechniques', 'HairGoals', 'SalonHair']",find your dream hair serum and boost your advance techniques hair regime with this fabulous 2 for Px7 offer pick out the serum to complement your shampoo amp conditioner for next level result purple_heart,find your dream hair serum and boost your advance techniques hair regime with this fabulous 2 for Px7 offer pick out the serum to complement your shampoo amp conditioner for next level result purple_heart,find your dream hair serum and boost your advance techniques hair regime with this fabulous 2 for Px7 offer pick out the serum to complement your shampoo amp conditioner for next level result purple_heart
0,ce43174248,False,390,I entered @nsdbeauty giveaway to win @derma_e #Anti-Blemish skincare trio! #skincaregiveaway #clearskin  https://t.co/GzbWaRf810,2022-08-21 21:10:00+00:00,Argentina,0,0,0,https://twitter.com/ce43174248/status/1561460636403613698,"['Anti', 'skincaregiveaway', 'clearskin']",i enter giveaway to win sincere trio,i enter giveaway to win sincere trio,i enter giveaway to win sincere trio
1,awakenings01,False,61,"There's nothing better than glowing, healthy skin! ✨🌟🙌

#mondaymotivation #mondayquotes #mondaymood #inspirationalquotes #quoteoftheday #motivationalquotes #glowingskin #healthyskin https://t.co/204zC1NOzL",2022-08-29 22:15:11+00:00,Argentina,0,0,0,https://twitter.com/awakenings01/status/1564376140109807616,"['mondaymotivation', 'mondayquotes', 'mondaymood', 'inspirationalquotes', 'quoteoftheday', 'motivationalquotes', 'glowingskin', 'healthyskin']",there be nothing better than glow healthy skin spark glowing_star raising_hands,there be nothing better than glow healthy skin spark glowing_star raising_hands,there be nothing better than glow healthy skin spark glowing_star raising_hands
0,_RevengeBeauty,False,11,"Pre-order is now available! Coming September 1st! 
If you aren’t going all the way, why go at all? Look good, feel like a baddie, bat those fierce eyelashes 💋

#seekrevengebeauty #supreme #lashes #glossy #lippie #baddie #cosmetics #beauty #makeup #cosmetic #lipgloss https://t.co/neDcMf2mw6",2022-08-30 16:00:01+00:00,Argentina,0,0,2,https://twitter.com/_RevengeBeauty/status/1564644114007617536,"['seekrevengebeauty', 'supreme', 'lashes', 'glossy', 'lippie', 'baddie', 'cosmetics', 'beauty', 'makeup', 'cosmetic', 'lipgloss']",pre order be now available come september 1st if you be not go all the way why go at all look good feel like a badge bat those fierce eyelashes kiss_mark,pre order be now available come september 1st if you be not go all the way why go at all look good feel like a badge bat those fierce eyelashes kiss_mark,pre order be now available come september 1st if you be not go all the way why go at all look good feel like a badge bat those fierce eyelashes kiss_mark
1,Biocasa_au,False,9,"Large pores is not something that can be easily reverted but did you know that there are some home remedies that can help reducing their appearance?

#skintips #skingoals #skincareaddict #skincare https://t.co/CuixMs5u65",2022-08-23 05:00:47+00:00,Argentina,2,0,1,https://twitter.com/Biocasa_au/status/1561941498295459841,"['skintips', 'skingoals', 'skincareaddict', 'skincare']",large pore be not something that can be easily revert but do you know that there be some home remedy that can help reduce their appearance,large pore be not something that can be easily revert but do you know that there be some home remedy that can help reduce their appearance,large pore be not something that can be easily revert but do you know that there be some home remedy that can help reduce their appearance
0,DudiMakeup,False,5,"I hope you like this Mermaid makeup look, I added a bit of glitter in the eyes &amp; a bright red on lips, to make it more fun💜

#facechart #makeup #tutorial #glitter #mermaid #redlips #colors #mermaidmakeup #facecharts

Video ⬇️
https://t.co/4fgcgQMsAq https://t.co/dQjMKyJNYp",2022-08-30 17:06:38+00:00,Argentina,0,0,0,https://twitter.com/DudiMakeup/status/1564660879936950274,"['facechart', 'makeup', 'tutorial', 'glitter', 'mermaid', 'redlips', 'colors', 'mermaidmakeup', 'facecharts']",i hope you like this mermaid makeup look i add a bite of glitter in the eye amp a bright red on lips to make it more fun purple_heart video down_arrow,i hope you like this mermaid makeup look i add a bite of glitter in the eye amp a bright red on lips to make it more fun purple_heart video down_arrow,i hope you like this mermaid makeup look i add a bite of glitter in the eye amp a bright red on lips to make it more fun purple_heart video down_arrow
