username,content,date,country,replyCount,retweetCount,likeCount,url,inference,verified,followersCount,id
UluRx_,it be national hair loss awareness month spark do not give up on fuller hair seek a solution that work for you contact blurb now to schedule your virtual appointment and get your prescription link in bio blue_heart,2022-08-28 19:05:13+00:00,Argentina,0,0,0,https://twitter.com/UluRx_/status/1563965947987349505,Positive Sentiment,FALSE,54,543d4357
ayushmanscs,we bring plethora of solutions to treat your skin back to its youthful charm and supply feel call us on 82 1033 7162 88 0097 0668 amp get an appointment at ayushman skin amp cosmology centre delhi,2022-07-28 06:16:41+00:00,Argentina,0,0,1,https://twitter.com/ayushmanscs/status/1552538517297074176,Neutral Sentiment,FALSE,3,f45a408d
ShreeRadheyGhee,apply consistently for glow skin order now three rather desi a2 gir cow hee for more information or to place an order dm or call us at 91 98289 64111 explore through our website link in bio,2022-08-29 12:04:57+00:00,Argentina,0,0,0,https://twitter.com/ShreeRadheyGhee/status/1564222569661706241,Neutral Sentiment,FALSE,19,c303da9c
18_budiono,makeup beauty set the hottest via,2022-08-30 23:49:37+00:00,Argentina,0,1,0,https://twitter.com/18_budiono/status/1564762294529458176,Neutral Sentiment,FALSE,1,086e6434
FOREO,deny skin in a bottle spark serum serum serum combine the power of and hydration hyaluronic acid to firm renew and replenish skin leave you with a timeless advance camera,2022-08-29 17:01:00+00:00,Argentina,3,1,15,https://twitter.com/FOREO/status/1564297073872232451,Positive Sentiment,TRUE,11357,1dae3a00
DiversityNewsM,what you need to know when choose hair care products,2022-08-29 09:17:05+00:00,Argentina,0,0,0,https://twitter.com/DiversityNewsM/status/1564180327173611520,Neutral Sentiment,FALSE,845,4fde6d4b
bolddress,these hand cream will instantly soften dry crack skin,2022-08-30 22:49:44+00:00,Argentina,0,0,0,https://twitter.com/bolddress/status/1564747226118623233,Positive Sentiment,FALSE,1703,9e5e5db2
tiffanyguth86,makeup by me,2022-05-30 18:00:10+00:00,Mexico,0,0,0,https://twitter.com/tiffanyguth86/status/1531334667328274433,Neutral Sentiment,FALSE,518,ef5febb3
MyrianSilva8019,mood domingo a note ghost,2022-05-30 01:13:39+00:00,Peru,0,0,0,https://twitter.com/MyrianSilva8019/status/1531081370025578497,Neutral Sentiment,FALSE,16,35af9371
DingsUSA,all natural scientifically formulate sincere that infuse the benefit of cbd to tourism from within,2022-08-08 15:44:00+00:00,Argentina,0,0,0,https://twitter.com/DingsUSA/status/1556667550762618880,Positive Sentiment,FALSE,23,c34c366c
JInfo4us,former trouble child star 36 go bare while out with her new husband in london plus more celebs without makeup in 2022,2022-08-30 18:23:32+00:00,Argentina,0,0,2,https://twitter.com/JInfo4us/status/1564680233046999041,Negative Sentiment,FALSE,2480,79a84348
PrimeSiteUK,of london be a lead and expert with result drive and award win products to tourism the and strengthen the spark see review signifying_glass_tilted_right see offer,2022-08-30 19:21:04+00:00,Argentina,0,0,0,https://twitter.com/PrimeSiteUK/status/1564694711494918147,Neutral Sentiment,FALSE,8638,51e6bf3c
mhaeymie,whatever make your soul happy do it the crown residences,2022-05-12 01:17:42+00:00,Israel,0,0,0,https://twitter.com/mhaeymie/status/1524559408952393734,Positive Sentiment,FALSE,55,20b73db0
LWottagirl,get compliment as smooth as your skin with the goodness of shea butter check out the mousturizing range rich in shea butter at,2022-08-30 11:33:01+00:00,Argentina,0,0,0,https://twitter.com/LWottagirl/status/1564576924814671873,Neutral Sentiment,FALSE,6,14f8d21c
nexthealthpk,tire of pos facial hair growth and use wax strip every other day round_pushpin visit hussain chow gilbert globe_with_meridian shop online telephone call 042 32 600 100,2022-08-30 10:09:37+00:00,Argentina,0,0,0,https://twitter.com/nexthealthpk/status/1564555934202040322,Neutral Sentiment,FALSE,8,88a0c53a
Nicolle_ZM,a fish mash log gym food tattoo book amp makeup nicole zm blog via,2022-05-26 20:43:35+00:00,France,0,1,1,https://twitter.com/Nicolle_ZM/status/1529926242803367936,Neutral Sentiment,FALSE,257,736f7fe1
BLamberz,day 2 of the 10 day as nominate by today i nominate nobody,2022-06-03 04:39:59+00:00,France,1,1,17,https://twitter.com/BLamberz/status/1532582845746753537,Neutral Sentiment,FALSE,865,ce6e9c56
HFCNews,live leaf a live cosmetic a refresh facial mist with a live plant that benefit your skin,2022-08-30 23:41:45+00:00,Argentina,0,0,0,https://twitter.com/HFCNews/status/1564760316361093120,Positive Sentiment,FALSE,44995,fb573029
bork_krystal,thank to amp for these amaze sample cannot wait to try and review them,2022-08-27 01:37:17+00:00,Argentina,0,0,0,https://twitter.com/bork_krystal/status/1563339839730495493,Neutral Sentiment,FALSE,104,eb71555e
RajasthanBeauty,do not forget to paper yourself book your appointment and dive into the best service,2022-08-24 05:31:21+00:00,Argentina,0,0,1,https://twitter.com/RajasthanBeauty/status/1562311578468249600,Positive Sentiment,FALSE,15,5e5ffb3c
AgellumLife,experience healthy sun kiss skin for a more radiant you,2022-07-08 15:01:05+00:00,Argentina,0,0,1,https://twitter.com/AgellumLife/status/1545422726097141768,Positive Sentiment,FALSE,24,3c1a6498
NeilSkincare,what be your tip mine be to spend a minute or two to massage in your cleaner to really clean the skin and get the blood circulate,2022-08-14 12:26:06+00:00,Argentina,0,0,0,https://twitter.com/NeilSkincare/status/1558792075092574209,Positive Sentiment,FALSE,33,d4cd4c37
TaleahSings,face card never decline my awd butterfly spark yes i be still listen to that lady s album daily relieved_face,2022-08-30 23:13:03+00:00,Argentina,1,0,2,https://twitter.com/TaleahSings/status/1564753090494058498,Neutral Sentiment,FALSE,300,0d0f7a80
TMG_OnlineStore,craft to care for men s skin and make your groom routine even better hydrate your skin here,2022-08-17 17:02:45+00:00,Argentina,0,0,1,https://twitter.com/TMG_OnlineStore/status/1559948862630109186,Positive Sentiment,FALSE,729,75c896c5
AggieBoutique,trident_emblem makeup bag savannah georgia,2022-06-24 20:01:49+00:00,Mexico,0,0,0,https://twitter.com/AggieBoutique/status/1540424979925405698,Neutral Sentiment,FALSE,170,e070aec4
Dawniewhoops,what a win combination for sincere the new and improve formula with a dual collagen boost for result in 2 days,2022-03-03 22:13:33+00:00,Argentina,0,0,0,https://twitter.com/Dawniewhoops/status/1499508300601307142,Positive Sentiment,FALSE,14,ef55ca6b
KazD17899495,every want sun kiss fuscous lock this hair dye company use the sun to illustrate the different colour and tone they have on offer an effective advert right have you ever dye your hair a crazy colour,2022-08-27 07:23:45+00:00,Argentina,0,0,0,https://twitter.com/KazD17899495/status/1563427031047901184,Positive Sentiment,FALSE,17,d617caca
getcortina,the key to be custom formulate just for you here at sort we believe that your skin deserve nothing but the best clipping_hands,2022-08-16 21:00:13+00:00,Argentina,0,0,0,https://twitter.com/getcortina/status/1559646231982444545,Positive Sentiment,FALSE,41,06def075
ArrowLee_nature,himalayan rise face wash growing_heart leave skin feel toothed growing_heart skin feel clean amp refresh growing_heart remove makeup and impurities,2022-08-25 09:05:04+00:00,Argentina,0,1,0,https://twitter.com/ArrowLee_nature/status/1562727752444575751,Positive Sentiment,FALSE,3,f3f5804e
FourthRayBeauty,good skin days on our mind spark another have serum face milk combo be remedy 10 niacinamide serum amp numeric face milk yellow_heart camera_with_flash newbks,2022-08-30 19:00:45+00:00,Argentina,0,1,11,https://twitter.com/FourthRayBeauty/status/1564689597065760768,Positive Sentiment,TRUE,153166,40fd667e
SoleilEssential,because grow hair can be difficult to deal with use our sweet spot yong polish will eliminate grow hair and even skin texture,2022-07-28 10:15:41+00:00,Mexico,0,0,0,https://twitter.com/SoleilEssential/status/1552598663624638464,Positive Sentiment,FALSE,157,196368c2
HairpyCrown,that be on healthy hair smiling_face_with_heart eye raising_hands_medium_skin_tone butterfly photo credit zinhleafrica,2022-08-22 12:02:07+00:00,Argentina,0,0,4,https://twitter.com/HairpyCrown/status/1561685141696794629,Positive Sentiment,FALSE,2503,583bd83d
SK8TER_BOB,the anime beauty heart_decoration only 10 piece available warn 0 5 eth money_bag via,2022-07-11 18:33:47+00:00,France,0,0,4,https://twitter.com/SK8TER_BOB/status/1546563417867182081,Neutral Sentiment,FALSE,156,9ebe7197
artistrybytayy,benefit give me brow ny lip liner lip gloss lip stick 3 3,2022-08-25 15:28:04+00:00,Argentina,0,0,1,https://twitter.com/artistrybytayy/status/1562824137139449857,Neutral Sentiment,FALSE,29,5f4caa3a
StylesBlitz,exclamation_question_mark can you believe it exclamation_question_mark Of_hand smiling_face_with_heart eye now sell at 14 99 smiling_face_with_heart eye Of_hand waist shape swim belt backhand_index_pointing_right shop the range here fast forward_button backhand_index_pointing_left,2022-08-30 23:02:05+00:00,Argentina,0,0,0,https://twitter.com/StylesBlitz/status/1564750331854069763,Neutral Sentiment,FALSE,91,373c7a13
MichelleReneeM7,hey this be a closeup of todays look hope ya s like it,2022-08-30 21:19:15+00:00,Argentina,13,15,52,https://twitter.com/MichelleReneeM7/status/1564724454135136258,Neutral Sentiment,FALSE,1336,c01d0f4b
theashleygood,waxxxxxxx luck scrape grinding_face_with_sweat smiling_face_with_heart eye grinding_face_with_sweat smiling_face_with_hearts face_with_tears_of_joy rolling_on_the_floor_laughing,2022-08-03 20:22:55+00:00,Mexico,0,0,0,https://twitter.com/theashleygood/status/1554925806215888898,Neutral Sentiment,FALSE,1359,e898915e
ubcgss,we want photos from gss grade stories on a weekly theme for cool prize this week the theme be your favourite makeup look get creative also kindly follow us,2022-08-30 18:02:52+00:00,Argentina,0,0,1,https://twitter.com/ubcgss/status/1564675031279583234,Neutral Sentiment,FALSE,2469,faf64158
RevengeCoLLC,perfect makeup perfect mood perfect day,2022-07-30 00:13:17+00:00,Argentina,0,0,0,https://twitter.com/RevengeCoLLC/status/1553171838485704704,Neutral Sentiment,FALSE,199,8a09c369
hertis13,watch of my palette from,2022-07-14 17:55:13+00:00,Mexico,0,3,18,https://twitter.com/hertis13/status/1547640876263886850,Positive Sentiment,FALSE,8,9b29bec6
MaGeAuNaturel,self care red_heart self love red_heart always take care of your skin as it be go to represent you for a very long time red_heart red_heart,2022-08-29 13:00:01+00:00,Argentina,0,1,3,https://twitter.com/MaGeAuNaturel/status/1564236427231219714,Positive Sentiment,FALSE,396,983aeafa
ShureStation4,trim wonder swine 2 in 1 liner to shadow 008 try it now get it on,2022-08-30 12:00:02+00:00,Argentina,0,0,0,https://twitter.com/ShureStation4/status/1564583721855885313,Neutral Sentiment,FALSE,4,2a0eafc6
__MAVKA__,revolution,2022-08-30 18:01:30+00:00,Argentina,0,0,5,https://twitter.com/__MAVKA__/status/1564674688441352193,Neutral Sentiment,FALSE,2,4ac34d18
Mirifiquebeauty,i be so in love with this creamy and lush on the skin just want to try the smaller size first but i will be buy the full size to hundred_points red_heart red_heart red_heart,2022-08-23 17:55:18+00:00,Argentina,0,0,0,https://twitter.com/Mirifiquebeauty/status/1562136412870295553,Positive Sentiment,FALSE,288,5d2e5416
BTGGG99,i be a brand ambassador if you use my code bigg you can get 25 off your entire order through mend brush,2022-08-30 23:35:14+00:00,Argentina,0,0,0,https://twitter.com/BTGGG99/status/1564758675352604672,Neutral Sentiment,FALSE,9,1091894e
NairaSharma86,mobile_phone_with_arrow For Order amp Details Call Or WhatsApp On 91 9664458715 website,2022-08-17 12:45:04+00:00,Argentina,0,0,0,https://twitter.com/NairaSharma86/status/1559884011140521985,Neutral Sentiment,FALSE,17,ccb5221b
BirlaCentre,let us this janamasthami be the birth of a new you with new healthy goals,2022-08-19 00:00:01+00:00,Argentina,0,0,0,https://twitter.com/BirlaCentre/status/1560416257563844609,Neutral Sentiment,FALSE,15,a8316ef8
diamondpharmazw,just a word of advice we care smiling_face_with_smiling_eyes,2022-08-24 11:16:25+00:00,Argentina,0,0,1,https://twitter.com/diamondpharmazw/status/1562398418235842562,Neutral Sentiment,FALSE,45,07a272e4
Theonlychyna1,lipstick do this beautiful look on this beautiful lady two_hearts hibiscus artist_palette artist_palette index for appointments,2022-08-23 19:28:06+00:00,Argentina,0,0,2,https://twitter.com/Theonlychyna1/status/1562159764397768708,Neutral Sentiment,FALSE,37,047c1d53
SkincareAnarchy,texture tuesday time share your favorite sincere products that have an amaze texture and leave your skin feel extra hamper,2022-08-30 16:48:37+00:00,Argentina,0,1,6,https://twitter.com/SkincareAnarchy/status/1564656346707988480,Neutral Sentiment,FALSE,272,185948d6
victoriaflsg,sincere tip of the day star keep things simple apply sincere products from lightest to heaviest wait for them to be absorb completely get these down pat to see the full potential of your products partying_face,2022-08-30 10:20:16+00:00,Argentina,0,0,0,https://twitter.com/victoriaflsg/status/1564558616505421824,Positive Sentiment,FALSE,2,4417478f
iamNeshaB,things be work in my favor and each lesson only make me apply more pressure spark borrow georgia,2022-07-23 15:30:54+00:00,Mexico,0,0,0,https://twitter.com/iamNeshaB/status/1550866047569465345,Positive Sentiment,FALSE,464,ab084a4a
dermalogicasa,it be august and we be go to make peace with daily something new be come soon white_heart high_voltage any guess,2022-08-01 06:00:33+00:00,Argentina,1,0,0,https://twitter.com/dermalogicasa/status/1553984005770317824,Positive Sentiment,FALSE,8153,383b7552
amazonflowersbr,be the ideal solution to reduce volume and neutralize yellowish tone shine and nutrition base on nanotechnology ideal for the day to start with the perfect smooth,2022-08-23 14:59:37+00:00,Argentina,0,0,0,https://twitter.com/amazonflowersbr/status/1562092199768195072,Positive Sentiment,FALSE,195,f657e8d6
Skinntonic,summer skin care tip for glory and deny skin despite the heat,2022-08-29 14:03:53+00:00,Argentina,0,0,0,https://twitter.com/Skinntonic/status/1564252499913199624,Positive Sentiment,FALSE,973,cb6b002e
PearlLashesB,fresh start with our to do list smiling_face_with_heart eye spark north carolina,2022-06-27 17:57:06+00:00,Mexico,0,0,0,https://twitter.com/PearlLashesB/status/1541480756383346693,Positive Sentiment,FALSE,99,1.87E+92
PurifiedCotton,your future self and skin will thank you the products you use matter choose purify cotton,2022-08-17 22:01:21+00:00,Argentina,0,0,1,https://twitter.com/PurifiedCotton/status/1560024004064329731,Positive Sentiment,FALSE,484,1e58101a
fiona_borthwick,help experts for uneven rosea prone dry skin would you suggest,2022-08-27 17:25:10+00:00,Argentina,2,1,0,https://twitter.com/fiona_borthwick/status/1563578379248766979,Negative Sentiment,FALSE,789,1675cb4f
ayur_herbals,lemon and honey both have beneficial properties for your damage and dry skin order now,2022-08-22 06:31:38+00:00,Argentina,0,0,0,https://twitter.com/ayur_herbals/status/1561601972599685121,Positive Sentiment,FALSE,1205,d6bcfa54
tara_cohen_,be all the rage so what be they really how can you achieve a sport look if genetics be not on your side,2022-08-05 14:05:01+00:00,Argentina,0,0,0,https://twitter.com/tara_cohen_/status/1555555476863164418,Negative Sentiment,FALSE,672,30f706cb
liquid3_6,want to look amazingly hip visit plus you beauty service for our lash amp lip 10 special shopping_bags,2022-08-30 22:41:53+00:00,Argentina,0,0,0,https://twitter.com/liquid3_6/status/1564745247036416000,Neutral Sentiment,FALSE,384,aa15bc4e
DailyWaffle,the most popular nostalgic beauty trend on tiktok,2022-07-22 19:30:21+00:00,Argentina,0,0,0,https://twitter.com/DailyWaffle/status/1550563919713996803,Positive Sentiment,FALSE,2898,32d50b76
MrsOneManor,have some guests this even,2022-08-30 23:31:25+00:00,Argentina,2,0,5,https://twitter.com/MrsOneManor/status/1564757715280429058,Neutral Sentiment,FALSE,409,f91624ae
MuslimCosmetics,look for a plain unseat dead sea salt scrub something that be natural hydration and get the job do but will not leave a scent behind bare dead sea salt scrub be perfect it also will not log your pour or drain we ship worldwide,2022-08-30 17:26:00+00:00,Argentina,0,0,3,https://twitter.com/MuslimCosmetics/status/1564665752900325378,Positive Sentiment,FALSE,372,789af2ef
rayandriosspec1,female hair loss treatment that really work for hair and skin care consultation for appointment book 91 73389 99199,2022-08-30 11:10:29+00:00,Argentina,0,0,1,https://twitter.com/rayandriosspec1/status/1564571253020712961,Neutral Sentiment,FALSE,2,a613aae5
DivineEmpres,want to amp up your skin care routine here be a few easy step to switch up your regular routine glowing_star,2022-08-30 22:00:01+00:00,Argentina,0,0,0,https://twitter.com/DivineEmpres/status/1564734711041167360,Positive Sentiment,FALSE,23,bea09eda
NicoleLeslyesty,afternoon woman_in_steam_room_medium dark_skin_tone crown hope you drink water and keep your hand out your face have a good day,2022-08-25 17:23:07+00:00,Argentina,1,0,1,https://twitter.com/NicoleLeslyesty/status/1562853089303900163,Positive Sentiment,FALSE,381,fca233e0
OjasRajani,have such a great time in racket for the masterclass makeup amp hair,2022-08-28 12:25:35+00:00,Argentina,0,0,2,https://twitter.com/OjasRajani/status/1563865374495350784,Neutral Sentiment,FALSE,3759,05a160c9
Lucky_Nhlanhla_,the best foundation you can wear be glow healthy skin sunflower,2022-07-13 19:25:39+00:00,Argentina,0,1,2,https://twitter.com/Lucky_Nhlanhla_/status/1547301248642306049,Positive Sentiment,FALSE,1719,eed5e0d1
LxmvcGlossy,keep it au nature with our lash in the style raw smiling_face_with_heart eye shop now on,2022-08-30 10:13:53+00:00,Argentina,0,1,2,https://twitter.com/LxmvcGlossy/status/1564557009847984129,Positive Sentiment,FALSE,9,e0328178
shilpigoel20,do you know can help you achieve find out which yoga pose be good for our health,2022-08-27 06:45:01+00:00,Argentina,0,1,1,https://twitter.com/shilpigoel20/status/1563417280494850049,Neutral Sentiment,FALSE,38,d16cc53d
CSIskinexperts,out with the old and in with the new litter_in_bin_sign it be time to update your daily sincere regimen plus through january save 22 FF your sincere purchase shop now,2022-01-25 20:01:56+00:00,Argentina,0,0,0,https://twitter.com/CSIskinexperts/status/1486066828262653956,Neutral Sentiment,FALSE,511,eee98a2f
apnamartshop,green apple shampoo 91 915 314 9535 get instant discount free ship and delivery,2022-08-27 02:30:00+00:00,Argentina,0,0,1,https://twitter.com/apnamartshop/status/1563353103394492418,Neutral Sentiment,FALSE,8,c4f7664a
TotalCarePharm1,healthier skin happier you we be at victoria hotel shop no5 and thetsane opposite puma garage,2022-08-30 06:36:49+00:00,Argentina,0,1,1,https://twitter.com/TotalCarePharm1/status/1564502379692703746,Positive Sentiment,FALSE,168,378d75d2
MZSkinOfficial,fade away dark spot and pigmentation with this limit edition online exclusive set pigmentation trio woman_in_steam_room,2022-07-21 16:10:56+00:00,Argentina,0,0,1,https://twitter.com/MZSkinOfficial/status/1550151348443914240,Positive Sentiment,FALSE,989,cc13a06a
SpencerCoffman8,take care of your hair skin and nail with this tangerine collagen drink,2022-08-30 21:45:24+00:00,Argentina,0,0,0,https://twitter.com/SpencerCoffman8/status/1564731036226953216,Positive Sentiment,FALSE,331,3c3cfe04
VeVa_Mart,life be full of beauty let us find out more facial care products at vevamart gt gt gt,2022-07-27 15:22:59+00:00,Argentina,0,0,0,https://twitter.com/VeVa_Mart/status/1552313606410477568,Neutral Sentiment,FALSE,8,3982c736
tiktokstopshop,portable laser hair remove smiling_face_with_sunglasses sell fast do not miss out,2022-08-30 18:16:15+00:00,Argentina,0,0,0,https://twitter.com/tiktokstopshop/status/1564678399884410881,Neutral Sentiment,FALSE,0,b42966fd
KleanColor,rocket new in rocket come in hot vacation ready shade to start pack grab these essentials for your travel so you can look and feel your very best spark growing_heart,2022-08-30 15:00:00+00:00,Argentina,0,0,3,https://twitter.com/KleanColor/status/1564629012802068482,Neutral Sentiment,FALSE,3605,6b95c841
ShoppingNowMHIE,want a korean skin care here be the mini kit somebymi aha bha pha 30 days miracle starter kit tower serum cream cleanse bar at 32 off rm59 64 only scope link,2022-08-30 23:42:34+00:00,Argentina,0,0,0,https://twitter.com/ShoppingNowMHIE/status/1564760518056824835,Neutral Sentiment,FALSE,48,3b93780d
indulgexpress,time to say goodbye to some of the,2022-07-12 11:02:58+00:00,Argentina,0,0,0,https://twitter.com/indulgexpress/status/1546812355652325376,Negative Sentiment,TRUE,2422,aca1846c
AMommy91,i do not think you all be ready for this smiling_face_with_heart eye smiling_face_with_heart eye smiling_face_with_heart eye smiling_face_with_heart eye smiling_face_with_heart eye smiling_face_with_heart eye smiling_face_with_heart eye smiling_face_with_heart eye be sure to use code lizziemua91 at checkout this friday,2022-05-24 18:14:37+00:00,Canada,2,2,7,https://twitter.com/AMommy91/status/1529163976831115265,Neutral Sentiment,FALSE,4794,0e9189f7
adriennesvanity,let us talk herb hempseed oil have you order yet no click the link below herb,2022-08-02 17:26:37+00:00,Argentina,1,3,3,https://twitter.com/adriennesvanity/status/1554519050738343936,Neutral Sentiment,FALSE,226,aec8b30a
CotaSkincare,add more veggies to your diet they play a role in have healthier skin too,2022-08-16 23:37:27+00:00,Argentina,0,0,1,https://twitter.com/CotaSkincare/status/1559685800731754504,Positive Sentiment,FALSE,1652,4a869b06
WOWbeaute,be your skin dry or dehydrate,2022-08-19 13:10:00+00:00,Argentina,1,0,2,https://twitter.com/WOWbeaute/status/1560615062103945218,Negative Sentiment,FALSE,3907,4ba0544a
AxelBear13,color cosmetics market research report 2022 2027 marc group explore full report with toc,2022-08-30 12:27:35+00:00,Argentina,0,0,0,https://twitter.com/AxelBear13/status/1564590655195983872,Neutral Sentiment,FALSE,5,e27913ce
seyaanafix,if there be ever a time you need a relax hair cut it be now we cannot wait to serve you again and give you the relaxation you deserve in the safety of your home house,2022-08-25 05:38:03+00:00,Argentina,2,2,2,https://twitter.com/seyaanafix/status/1562675652897435648,Neutral Sentiment,FALSE,24,22fadb91
SkinBoneApoth,summer facial steam perfect for cleanse away the ick,2022-08-29 19:02:33+00:00,Argentina,0,0,1,https://twitter.com/SkinBoneApoth/status/1564327663837274112,Positive Sentiment,FALSE,47,aea46b11
AtlantisDaySpa,can anyone else relate _ let us make it a better week book that service you be day dream about _ _,2022-08-15 16:30:40+00:00,Argentina,0,0,0,https://twitter.com/AtlantisDaySpa/status/1559216009881391104,Positive Sentiment,FALSE,36,836a2e62
TheFashionArt1,mom s survival kit,2022-08-29 04:35:32+00:00,Argentina,0,0,0,https://twitter.com/TheFashionArt1/status/1564109470271258628,Positive Sentiment,FALSE,0,a3e314dd
launiquelaser,do retinal for hyperpigmentation work talk to us about our line of alumiermd retinal surface serum a microencapsulated 0 25 pure retinal treatment that improve skin tone and texture and reduce the sign of age,2022-08-30 19:34:49+00:00,Argentina,0,0,0,https://twitter.com/launiquelaser/status/1564698169925050375,Positive Sentiment,FALSE,39,a2770f5c
Vivalui1,it be a new week again star here we be remind you that sincere be essential happy monday smiling_face_with_heart eye,2022-08-22 15:59:10+00:00,Argentina,1,1,2,https://twitter.com/Vivalui1/status/1561744797852909568,Positive Sentiment,FALSE,225,7e60f89e
FeeMan03185283,enjoy some fresh air,2022-07-04 22:44:35+00:00,Mexico,0,0,3,https://twitter.com/FeeMan03185283/status/1544089820003278848,Neutral Sentiment,FALSE,55,bd96cd79
dnamag_co,after test 2 affordable serum under 20 here be some honest review,2022-08-30 21:55:00+00:00,Argentina,0,0,0,https://twitter.com/dnamag_co/status/1564733451323973634,Positive Sentiment,FALSE,1528,31170bf0
kelvintayks,camera capture the beauty of nature and science in this calm vegan exfoliate powder that give you smoother and more vibrant skin blue_heart spark,2022-08-26 16:41:09+00:00,Argentina,0,0,0,https://twitter.com/kelvintayks/status/1563204916285321216,Positive Sentiment,FALSE,23,2269f160
Thepinkkboutiq2,make the most of your lips with our fabulous gloss collection available at,2022-08-30 15:00:21+00:00,Argentina,0,0,0,https://twitter.com/Thepinkkboutiq2/status/1564629099737501697,Positive Sentiment,FALSE,7,8a03edc2
FernandezRose_,xiaohongshu s 2022 report find that interest in cosmetics ingredients continue to grow this lead more customers to beauty brand like whose products have the efficacy powerhouse amp prove formulas to deliver,2022-06-08 17:38:00+00:00,Argentina,0,0,1,https://twitter.com/FernandezRose_/status/1534590579526492161,Positive Sentiment,FALSE,41,8bf1a47b
blackrockcentr,it be national exfoliation day so if you go into blackrock and buy a full size daily milkfoliant rr EUR69 00 you will receive a free gift of a prep treat and glow kit,2022-07-21 11:10:57+00:00,Argentina,0,0,1,https://twitter.com/blackrockcentr/status/1550075854214111232,Neutral Sentiment,FALSE,1112,81ba54ab
ursulamball,goodbye summer sample hello fall sample,2022-08-30 11:34:52+00:00,Argentina,0,0,1,https://twitter.com/ursulamball/status/1564577386720628737,Neutral Sentiment,FALSE,954,4655ba4f
michell01705057,find your dream hair serum and boost your advance techniques hair regime with this fabulous 2 for Px7 offer pick out the serum to complement your shampoo amp conditioner for next level result purple_heart,2022-08-26 11:20:18+00:00,Argentina,0,0,0,https://twitter.com/michell01705057/status/1563124171198300160,Positive Sentiment,FALSE,3,682429b3
ce43174248,i enter giveaway to win sincere trio,2022-08-21 21:10:00+00:00,Argentina,0,0,0,https://twitter.com/ce43174248/status/1561460636403613698,Neutral Sentiment,FALSE,390,b6993128
awakenings01,there be nothing better than glow healthy skin spark glowing_star raising_hands,2022-08-29 22:15:11+00:00,Argentina,0,0,0,https://twitter.com/awakenings01/status/1564376140109807616,Positive Sentiment,FALSE,61,9d57b49a
_RevengeBeauty,pre order be now available come september 1st if you be not go all the way why go at all look good feel like a badge bat those fierce eyelashes kiss_mark,2022-08-30 16:00:01+00:00,Argentina,0,0,2,https://twitter.com/_RevengeBeauty/status/1564644114007617536,Neutral Sentiment,FALSE,11,a49d871a
Biocasa_au,large pore be not something that can be easily revert but do you know that there be some home remedy that can help reduce their appearance,2022-08-23 05:00:47+00:00,Argentina,2,0,1,https://twitter.com/Biocasa_au/status/1561941498295459841,Positive Sentiment,FALSE,9,574c7e0c
DudiMakeup,i hope you like this mermaid makeup look i add a bite of glitter in the eye amp a bright red on lips to make it more fun purple_heart video down_arrow,2022-08-30 17:06:38+00:00,Argentina,0,0,0,https://twitter.com/DudiMakeup/status/1564660879936950274,Neutral Sentiment,FALSE,5,1744d353
MusicLov3rzLov3,we be live make with organic ingredients all natural cosmetics,2022-08-30 17:10:12+00:00,Argentina,0,0,0,https://twitter.com/MusicLov3rzLov3/status/1564661777706762252,Neutral Sentiment,FALSE,55130,292ae7c5
KatiraKirtika,siren eye tantouring and more makeup trend currently trend online,2022-08-02 10:47:51+00:00,Argentina,0,0,0,https://twitter.com/KatiraKirtika/status/1554418694851538945,Neutral Sentiment,FALSE,107,ca33e10d
modestbay,6 best skin care tip for oily skin to stay fresh all day,2022-08-29 14:20:10+00:00,Argentina,0,0,0,https://twitter.com/modestbay/status/1564256599157473284,Positive Sentiment,FALSE,2,d9e6d435
NaturallyTribal,summer be in full force and we be love the warmer days amp longer nights smiling_face_with_sunglasses however it be so important to make sure you be protect your skin,2022-07-27 15:51:04+00:00,Argentina,0,1,8,https://twitter.com/NaturallyTribal/status/1552320673913217030,Positive Sentiment,FALSE,624,a5bc7671
karmaeyebrow,backhand_index_pointing_right do not wait for the perfect moment hanna tattoo make moments confetti_ball diary right_arrow salon plaza lanka right_arrow salon plaza clinton,2022-07-22 11:39:33+00:00,Argentina,0,0,0,https://twitter.com/karmaeyebrow/status/1550445438473588742,Neutral Sentiment,FALSE,343,eddddd34
creamartcare,stop spend on multiple oil for different part of your body cream art s multipurpose luxurious oil be your one stop solution for your head to toe get the best ingredients for your skin in one bottle,2022-08-13 07:33:44+00:00,Argentina,0,0,0,https://twitter.com/creamartcare/status/1558356109471076352,Neutral Sentiment,FALSE,16,10f56ba5
Im_BridgetRenee,have you have a chance to check out the the bridge renew brand skin care line i have the essentials that you need and i even have a beard oil for men,2022-04-16 12:21:47+00:00,Mexico,0,0,0,https://twitter.com/Im_BridgetRenee/status/1515304445432709120,Neutral Sentiment,FALSE,12,50c3fe8f
JennySueMakeup,here be 4 prestige makeup products worth every penny movie_camera,2022-04-27 17:55:08+00:00,Mexico,0,0,0,https://twitter.com/JennySueMakeup/status/1519374601150681090,Positive Sentiment,FALSE,1899,67f7d227
JujuSalaam,key ingredients numeric extract vitamin c niacinamide our lightweight cream hydrate amp lock in moisture,2022-05-23 15:34:49+00:00,Mexico,0,0,0,https://twitter.com/JujuSalaam/status/1528761374314217473,Positive Sentiment,FALSE,747,4154a1bd
